Question,Current Answer,Proposed revised question,Proposed revised answer for Quick answer ,potential tags,Suggested changes,Content captain,"Content type (accordion, other)",Comments,Source,Page Links,Revised (Y/N),Source,Metadata,SuggestedQuestions,IsContextOnly,Prompts,QnaId
How to get treatment,"If you develop any of these warning signs for COVID-19, get emergency medical attention immediately:\nTrouble breathingPersistent pain or pressure in the chestNew confusion or inability to awakeBluish lips or face\n\nIf you need to go to the hospital, call ahead so they can prepare for your arrival. If you call 911, tell the operator you have coronavirus symptoms so ambulance workers can be ready to treat you safely.\n\nIf you’re not sure if this applies to you, you can check your symptoms using the [Symptom Screener](https://www.cdc.gov/coronavirus/2019-ncov/symptoms-testing/symptoms.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Fsymptoms-testing%2Findex.html) or by contacting your doctor through [telehealth](https://covid19.ca.gov/telehealth/).\n\n#### **I have mild COVID-19 symptoms. How long do I have to isolate at home?**\n\nFollow the Centers for Disease Control and Prevention (CDC) guidance on[ ending self-isolation](https://www.cdc.gov/coronavirus/2019-ncov/hcp/disposition-in-home-patients.html).\n[Department of Public Health](https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/ncov2019.aspx)",N/A - This is not a Q/A or accordian at website,N/A - This is not a Q/A or accordian at website,,,Karim,,,,,,https://covid19.ca.gov/testing-and-treatment/,,[],FALSE,[],406
Who can get tested,"As capacity increases, testing will expand according to the discretion of the Local Health Officer. Priorities include:",N/A - This is not a Q/A or accordian at website,N/A - This is not a Q/A or accordian at website,,,Karim,,,,,,https://covid19.ca.gov/testing-and-treatment/,,[],FALSE,[],407
Drive-through testing (Verily’s Project Baseline),This California community-based [COVID-19 testing program](https://blog.verily.com/2020/03/california-opens-two-new-community_23.html) is a collaboration with Verily’s Project Baseline which will expand access to COVID-19 screening and testing for high-risk individuals in certain areas of the state.\n\n**Cost:**\n\nTesting through Project Baseline is free.,N/A - This is not a Q/A or accordian at website,N/A - This is not a Q/A or accordian at website,,,Karim,,,,,,https://covid19.ca.gov/testing-and-treatment/,,[],FALSE,[],408
Testing for underserved communities (OptumServe),"The State of California has joined together with OptumServe to expand testing services for underserved communities and some of California’s most vulnerable patients. \n\n**Cost:**\n\nThere are no out-of-pocket costs for testing. If you have medical insurance, OptumServe will bill your insurance company. If you’re uninsured, your test is paid for by the state.\n\nTests are by appointment only. Make an appointment at [https://lhi.care/covidtesting](https://lhi.care/covidtesting). If you do not have internet access, call: [1-888-634-1123](tel:[1-888-634-1123]).\n\nAnyone who meets the testing criteria can be tested at an OptumServe community testing site, including uninsured, underinsured, undocumented and homeless individuals. OptumServe will generate a unique identification number for individuals who do not have a driver’s license.",N/A - This is not a Q/A or accordian at website,N/A - This is not a Q/A or accordian at website,,,Karim,,,,,,https://covid19.ca.gov/testing-and-treatment/,,[],FALSE,[],409
Tier 1 - Who can get tested,"Hospitalized patientsHealthcare workers, first responders, and other social service employeesAny symptomatic personPeople exposed to infected individuals in places where COVID-19 risk is high\n\nAsymptomatic residents or employees of group living facilities including:\nAfter positive cases have been identified in a facilityBefore resident admission or re-admission to a facilityPeople in [essential jobs](https://covid19.ca.gov/essential-workforce/)",N/A - This is not a Q/A or accordian at website,N/A - This is not a Q/A or accordian at website,,,Karim,,,,,,https://covid19.ca.gov/testing-and-treatment/,,[],FALSE,[],410
Tier 2 - Who can get tested,Lower risk asymptomatic people,N/A - This is not a Q/A or accordian at website,N/A - This is not a Q/A or accordian at website,,,Karim,,,,,,https://covid19.ca.gov/testing-and-treatment/,,[],FALSE,[],411
Community monitoring - Who can get tested,Asymptomatic people as part of community or regional surveillance programs\n\nLearn more about testing and treatment at [California Department of Public Health Coronavirus Updates](https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/nCoV2019.aspx).,N/A - This is not a Q/A or accordian at website,N/A - This is not a Q/A or accordian at website,,,Karim,,,,,,https://covid19.ca.gov/testing-and-treatment/,,[],FALSE,[],412
See if you qualify:,[Complete the screener](https://www.projectbaseline.com/study/covid-19/eligibility/)\n\nYou will need a Google account.,N/A - This is not a Q/A or accordian at website,N/A - This is not a Q/A or accordian at website,,,Karim,,,,,,https://covid19.ca.gov/testing-and-treatment/,,[],FALSE,[],413
Drive-through testing sites are now open in the following areas:,**Northern California**\nLakeport (Lake County)Clearlake (Lake County)Daly City (San Mateo County)East Palo Alto (San Mateo County)Middletown (Lake County)Napa (Napa County)Oakland (Alameda County)Sacramento (Sacramento County)Salida (Stanislaus County)San Francisco (San Francisco)San Jose (Santa Clara County)San Mateo (San Mateo County)Stockton (San Joaquin County)Susanville (Lassen County)\n\n**Southern California**\nBakersfield (Kern County)Lake Elsinore (Riverside County)Long Beach (Los Angeles County)Los Angeles (Los Angeles County)Sherman Oaks (Los Angeles County)\n\nFind the Verily’s Project Baseline [testing location near you](https://www.projectbaseline.com/study/covid-19/).,N/A - This is not a Q/A at website,N/A - This is not a Q/A at website,,,Karim,,,,,,https://covid19.ca.gov/testing-and-treatment/,,[],FALSE,[],414
Frequently asked questions (Project Baseline),"#### **How do I get a drive-through test?**\n\nThere are two steps to this process: screening and testing. First, you will create an account and take the online screener. If your answers from the screener determine you are eligible at this time, you will receive details on how and where to get tested. Once tested, you’ll be informed via email or phone when your COVID-19 test results are available.\n\n#### **Why am I asked to create an account? **\n\nFor the Baseline COVID-19 Program to work, Verily needs a way to authenticate users to appropriately protect their information. Verily turned to Google for this service because Google Account provides best-in-class authentication. We ask that you link to an existing Google Account or create a new Google Account (which can be done with any email address). This lets Verily authenticate your account, and securely and privately contact you during the screening and testing process. All the data provided by Baseline COVID-19 Program users for screening is stored separately and not directly linked to a user’s Google Account.","1) Header above questions and answers is shown as question but website has correct Q/As
2) Two Q/As at website are shown as answer. 
3) Also, one Q/A at the bottom of the page in accordion is not picked-up","1) Header above questions and answers is shown as question but website has correct Q/As
2) Two Q/As at website are shown as answer. 
3) Also, one Q/A at the bottom of the page in accordion is not picked-up","Test, Tested, Screened, Cost, Results, Immigrant, Location, Labs, Report, Test Result",,Karim,,,,,,https://covid19.ca.gov/testing-and-treatment/,,[],FALSE,[],415
What are the pay and benefits for California Health Corps professionals ?,"Salary rates for most of the health care professionals being hired for this emergency are listed in the [CalHR Pay Scales](https://www.calhr.ca.gov/Pay%20Scales%20Library/PS_Sec_05.pdf) (pages 5.12 and 5.13). In addition, CalHR has established pay rates for medical roles that don’t have a corresponding regular classification and pay schedule, such as paramedics and EMTs. CalHR will determine specific salary and benefits after conducting a review of each application.",N/A,N/A,"Health Corps, Health Professionals, Volunteer, Salary, Benefits",,Karim,,,,,,https://covid19.ca.gov/healthcorps/,,[],FALSE,[],416
"Some healthcare professions are not listed. Are health professionals who are not listed (e.g., Medical Technicians, Lab Technicians, etc.) eligible for the California Health Corps?","California Health Corps are currently only accepting applications for the healthcare professions listed on the website. However, we are constantly re-evaluating our needs during this fluid situation and will open the registration for other professionals, if the need arises.",N/A,N/A,"Health Corps, Health Professionals, Volunteer, Technician",,Karim,,,,,,https://covid19.ca.gov/healthcorps/,,[],FALSE,[],417
When can I expect to hear a response after completing my registration?,"Currently we anticipate the process may take up to two weeks, since an incredible number of responses are received and need to prioritize certain parts of the state, where the needs are the greatest. We will begin to contact the volunteers after verification of credentials, and based on current and anticipated needs.",When can I expect to hear a response after completing my California Health Corps registration?,N/A,"Health Corps, Health Professionals, Response, Hear",,Karim,,,,,,https://covid19.ca.gov/healthcorps/,,[],FALSE,[],418
How do I return to the application after logging out?,Visit [https://healthcarevolunteers.ca.gov/](https://healthcarevolunteers.ca.gov/) and use the account you created while applying to correct or update any information you want.,How do I return to the California Health Corps application after logging out?,N/A,"Health Corps, Health Professionals, Application, Complete",,Karim,,,,,,https://covid19.ca.gov/healthcorps/,,[],FALSE,[],419
What are the restrictions in my area?,"While each county may have different restrictions, it is important to stay home as much as possible. If you do go out, stay 6 feet away from others who are not in your household and wear a cloth mask. Your actions save lives. Learn more about the state’s roadmap to recovery and the list of counties who have met the criteria for stage 2.",,,"restrictions, county,",,Kayla,,,,,,,,,,,
How are we helping the homeless?,Each county and local government in California has increased resources to protect people experiencing homelessness during COVID-19. Financial protections were added to prevent others from losing their homes during the outbreak.,,,,,Kayla,,,,,,,,,,,
How is the State helping incarerated people in California?,"California Department of Corrections and Rehabilitation (CDCR) are dedicated to the safety of everyone who lives in, works in, and visits state prisons. CDCR has given all staff and inmates 2 reusable cloth masks to wear while moving between cells, dorms, meetings with others, or health care appointments. CDCR has also developed density and health care guidance to protect all inmates and staff, and has suspended volunteer services and in-person visiting.",,,,,Kayla,,,,,,,,,,,
Who can I contact about my child custody order and child visitation rights,Court operations vary from county to county. Please reach out to your local government office for more information.,,,,,Kayla,,,,,,,,,,,
